,Location,SessionId,Version,Level,matchId,groupId,clientId,Grade,Gender,Number.Older.Siblings,Number.Younger.Siblings,payoff,PlayerName,seekIsland,seekTime,hideIsland,hideTime
790,LF,d6s2,Kinder,1,10,3,6,0,Female,2,1,0,Pirate,3,14516,N/A,N/A
791,LF,d6s2,Kinder,1,10,4,1,0,Female,0,0,0,Pirate,8,52718,N/A,N/A
792,LF,d6s2,Kinder,1,10,4,2,0,Female,0,0,4,Farmer,N/A,N/A,4,34324
793,LF,d6s2,Kinder,1,11,0,3,0,Male,3+,0,0,Pirate,3,22571,N/A,N/A
794,LF,d6s2,Kinder,1,11,0,9,0,Male,0,1,8,Farmer,N/A,N/A,8,37751
795,LF,d6s2,Kinder,1,11,1,0,0,Female,0,1,8,Pirate,8,2721,N/A,N/A
796,LF,d6s2,Kinder,1,11,1,7,0,Female,0,0,0,Farmer,N/A,N/A,8,2599
797,LF,d6s2,Kinder,1,11,2,5,0,Male,2,0,0,Pirate,3,7123,N/A,N/A
798,LF,d6s2,Kinder,1,11,2,8,0,Male,1,0,4,Farmer,N/A,N/A,4,14991
799,LF,d6s2,Kinder,1,11,3,4,0,Male,0,0,0,Pirate,8,14662,N/A,N/A
800,LF,d6s2,Kinder,1,11,3,6,0,Female,2,1,4,Farmer,N/A,N/A,4,5034
801,LF,d6s2,Kinder,1,11,4,1,0,Female,0,0,8,Farmer,N/A,N/A,8,18425
802,LF,d6s2,Kinder,1,11,4,2,0,Female,0,0,0,Pirate,4,23433,N/A,N/A
803,LF,d6s2,Kinder,1,12,0,3,0,Male,3+,0,4,Farmer,N/A,N/A,4,5225
804,LF,d6s2,Kinder,1,12,0,9,0,Male,0,1,0,Pirate,8,8704,N/A,N/A
805,LF,d6s2,Kinder,1,12,1,0,0,Female,0,1,0,Farmer,N/A,N/A,8,35439
806,LF,d6s2,Kinder,1,12,1,7,0,Female,0,0,8,Pirate,8,16669,N/A,N/A
807,LF,d6s2,Kinder,1,12,2,5,0,Male,2,0,4,Farmer,N/A,N/A,4,15972
808,LF,d6s2,Kinder,1,12,2,8,0,Male,1,0,0,Pirate,3,9393,N/A,N/A
809,LF,d6s2,Kinder,1,12,3,4,0,Male,0,0,3,Farmer,N/A,N/A,3,4183
810,LF,d6s2,Kinder,1,12,3,6,0,Female,2,1,0,Pirate,4,13360,N/A,N/A
811,LF,d6s2,Kinder,1,12,4,1,0,Female,0,0,4,Pirate,4,46594,N/A,N/A
812,LF,d6s2,Kinder,1,12,4,2,0,Female,0,0,0,Farmer,N/A,N/A,4,8207
813,LF,d6s2,Kinder,1,13,0,3,0,Male,3+,0,0,Pirate,3,14079,N/A,N/A
814,LF,d6s2,Kinder,1,13,0,9,0,Male,0,1,8,Farmer,N/A,N/A,8,36548
815,LF,d6s2,Kinder,1,13,1,0,0,Female,0,1,8,Pirate,8,10042,N/A,N/A
816,LF,d6s2,Kinder,1,13,1,7,0,Female,0,0,0,Farmer,N/A,N/A,8,25499
817,LF,d6s2,Kinder,1,13,2,5,0,Male,2,0,0,Pirate,8,16136,N/A,N/A
818,LF,d6s2,Kinder,1,13,2,8,0,Male,1,0,3,Farmer,N/A,N/A,3,5772
819,LF,d6s2,Kinder,1,13,3,4,0,Male,0,0,0,Pirate,3,10121,N/A,N/A
820,LF,d6s2,Kinder,1,13,3,6,0,Female,2,1,8,Farmer,N/A,N/A,8,33560
821,LF,d6s2,Kinder,1,13,4,1,0,Female,0,0,8,Farmer,N/A,N/A,8,4991
822,LF,d6s2,Kinder,1,13,4,2,0,Female,0,0,0,Pirate,4,6511,N/A,N/A
